frame,hand0_x0,hand0_y0,hand0_z0,hand0_x1,hand0_y1,hand0_z1,hand0_x2,hand0_y2,hand0_z2,hand0_x3,hand0_y3,hand0_z3,hand0_x4,hand0_y4,hand0_z4,hand0_x5,hand0_y5,hand0_z5,hand0_x6,hand0_y6,hand0_z6,hand0_x7,hand0_y7,hand0_z7,hand0_x8,hand0_y8,hand0_z8,hand0_x9,hand0_y9,hand0_z9,hand0_x10,hand0_y10,hand0_z10,hand0_x11,hand0_y11,hand0_z11,hand0_x12,hand0_y12,hand0_z12,hand0_x13,hand0_y13,hand0_z13,hand0_x14,hand0_y14,hand0_z14,hand0_x15,hand0_y15,hand0_z15,hand0_x16,hand0_y16,hand0_z16,hand0_x17,hand0_y17,hand0_z17,hand0_x18,hand0_y18,hand0_z18,hand0_x19,hand0_y19,hand0_z19,hand0_x20,hand0_y20,hand0_z20,hand1_x0,hand1_y0,hand1_z0,hand1_x1,hand1_y1,hand1_z1,hand1_x2,hand1_y2,hand1_z2,hand1_x3,hand1_y3,hand1_z3,hand1_x4,hand1_y4,hand1_z4,hand1_x5,hand1_y5,hand1_z5,hand1_x6,hand1_y6,hand1_z6,hand1_x7,hand1_y7,hand1_z7,hand1_x8,hand1_y8,hand1_z8,hand1_x9,hand1_y9,hand1_z9,hand1_x10,hand1_y10,hand1_z10,hand1_x11,hand1_y11,hand1_z11,hand1_x12,hand1_y12,hand1_z12,hand1_x13,hand1_y13,hand1_z13,hand1_x14,hand1_y14,hand1_z14,hand1_x15,hand1_y15,hand1_z15,hand1_x16,hand1_y16,hand1_z16,hand1_x17,hand1_y17,hand1_z17,hand1_x18,hand1_y18,hand1_z18,hand1_x19,hand1_y19,hand1_z19,hand1_x20,hand1_y20,hand1_z20
17,0.3255248069763183,0.9407752752304076,4.7843172978900845e-08,0.3566939234733581,0.9283481240272522,-0.0052133467979729,0.3898780345916748,0.9383898377418518,-0.0099000865593552,0.4086422026157379,0.9605547189712524,-0.0134862586855888,0.4164461493492126,0.9795772433280944,-0.0170923601835966,0.3867347538471222,0.9530768990516664,-0.0197998769581317,0.4183611273765564,0.978760302066803,-0.0265449099242687,0.438749611377716,0.990378201007843,-0.0303680542856454,0.4540919959545135,0.996876895427704,-0.0333003923296928,0.3734901547431946,0.9771517515182496,-0.0210997480899095,0.4042064845561981,1.005297303199768,-0.0294230133295059,0.4049946665763855,1.0050270557403564,-0.0300811789929866,0.398508220911026,0.999122679233551,-0.0296004079282283,0.3604100048542022,0.9964683055877686,-0.0214777868241071,0.3904372155666351,1.0213472843170166,-0.0264041945338249,0.3908817768096924,1.0188404321670532,-0.0214432291686534,0.3835512697696686,1.011221170425415,-0.0174102131277322,0.3495180904865265,1.0101646184921265,-0.0222916919738054,0.3752441108226776,1.0315276384353638,-0.0240833796560764,0.3761642277240753,1.030504584312439,-0.0191788394004106,0.3692798614501953,1.0255752801895142,-0.0153576387092471,0.6393463015556335,0.9633387327194214,7.852595729218592e-08,0.6088064312934875,0.9487685561180116,-0.0020696630235761,0.5766373872756958,0.950981080532074,-0.0051045850850641,0.5532596111297607,0.9673794507980348,-0.0077381385490298,0.543931245803833,0.9884655475616456,-0.0109232142567634,0.5748130083084106,0.9632683992385864,-0.0137146757915616,0.539713978767395,0.9833598136901855,-0.0202727243304252,0.5212641954421997,0.9955031275749208,-0.024313585832715,0.5079782009124756,1.004194259643555,-0.0266966484487056,0.5844696164131165,0.9851784110069276,-0.015452423132956,0.5483109951019287,1.008458375930786,-0.0211928244680166,0.5369969606399536,1.0179816484451294,-0.0238403026014566,0.5330496430397034,1.023456573486328,-0.0257753003388643,0.593554675579071,1.0048457384109497,-0.016270238906145,0.5590235590934753,1.026328444480896,-0.0191386193037033,0.5531777739524841,1.0313783884048462,-0.0170690342783927,0.5549530386924744,1.032807230949402,-0.015756482258439,0.601143479347229,1.0209301710128784,-0.0171496719121933,0.573765218257904,1.0385271310806274,-0.017525689676404,0.5689301490783691,1.041912317276001,-0.0138833587989211,0.5707867741584778,1.0441851615905762,-0.011171706020832
18,0.3244690299034118,0.9088244438171388,-8.954624597379281e-09,0.3549319207668304,0.890173614025116,-0.0056878547184169,0.3894917368888855,0.903512716293335,-0.0095065580680966,0.4103843569755554,0.9319350719451904,-0.0110513484105467,0.4186669290065765,0.9562067985534668,-0.0123669356107711,0.3832288682460785,0.9125238060951232,-0.0228982847183942,0.418393462896347,0.9335205554962158,-0.0309950448572635,0.4410436451435089,0.9428710341453552,-0.0347575321793556,0.4588158726692199,0.9518990516662598,-0.0375129841268062,0.3699879348278045,0.9399927854537964,-0.0239805523306131,0.4064741134643554,0.9639213681221008,-0.0348711274564266,0.4008472263813019,0.9480279684066772,-0.0329556204378604,0.3877292573451996,0.9358977675437928,-0.0287033673375844,0.3567411303520202,0.96091228723526,-0.0241784024983644,0.3915136158466339,0.9787505865097046,-0.031101644039154,0.386494904756546,0.9633605480194092,-0.0231122262775897,0.3740047514438629,0.9543607234954834,-0.0155393928289413,0.3445298373699188,0.9760519862174988,-0.0248004216700792,0.3733319044113159,0.9879487752914428,-0.0275944396853446,0.3703967332839966,0.9754255414009094,-0.0206825006753206,0.358888030052185,0.9688642621040344,-0.0145686296746134,0.6332200169563293,0.940329134464264,6.199618240998461e-08,0.6080878376960754,0.9141737222671508,-0.0046890582889318,0.5729762315750122,0.914242148399353,-0.0084005268290638,0.549174964427948,0.9312458634376526,-0.0105981733649969,0.5373049378395081,0.9518519639968872,-0.0133887473493814,0.5771768689155579,0.9249139428138732,-0.0198492407798767,0.5410730242729187,0.9426149725914,-0.025814663618803,0.5176111459732056,0.9535027146339417,-0.0277656484395265,0.5002843141555786,0.9632530808448792,-0.0293122678995132,0.5847371220588684,0.9530526399612428,-0.0208902824670076,0.5469452738761902,0.9672476649284364,-0.0293107498437166,0.5528877377510071,0.9570614695549012,-0.0290467422455549,0.5672062039375305,0.9498649835586548,-0.0274757463485002,0.5932528972625732,0.97535902261734,-0.0206282660365104,0.5585622787475586,0.9856745004653932,-0.02601870149374,0.5646520853042603,0.97617906332016,-0.0198432561010122,0.5772853493690491,0.9708765149116516,-0.0150593444705009,0.6009487509727478,0.9927037954330444,-0.020573366433382,0.5734854936599731,0.9981605410575868,-0.0237910151481628,0.5785219669342041,0.989838719367981,-0.0186854042112827,0.589550793170929,0.98701673746109,-0.0147057082504034
19,0.6337909698486328,0.9047622680664062,2.3569436180537195e-08,0.6092912554740906,0.8787669539451599,-0.0047671771608293,0.5723997950553894,0.8817978501319885,-0.0092481058090925,0.5467748641967773,0.9001160264015198,-0.0118847861886024,0.5324548482894897,0.9215627312660216,-0.0153863877058029,0.5755237936973572,0.8807274103164673,-0.0227780807763338,0.538570761680603,0.8994195461273193,-0.0296462401747703,0.5156822800636292,0.91009122133255,-0.0317823551595211,0.498430848121643,0.9199973344802856,-0.0333447866141796,0.5832520723342896,0.9082504510879515,-0.0242056995630264,0.5447412729263306,0.9269464015960692,-0.0335050448775291,0.5520639419555664,0.917813241481781,-0.0329050943255424,0.5663132071495056,0.9101698994636536,-0.031052391976118,0.5920056700706482,0.9322924017906188,-0.0242456160485744,0.5570128560066223,0.9485446810722352,-0.0307126604020595,0.5645362734794617,0.939117431640625,-0.024230832234025,0.5766782760620117,0.9327141642570496,-0.0190839450806379,0.6000065803527832,0.9521971940994264,-0.0243258364498615,0.5710102319717407,0.9621577262878418,-0.028661822900176,0.5778471827507019,0.9532034993171692,-0.0232986845076084,0.589175820350647,0.9485454559326172,-0.019013037905097,0.3273389041423797,0.869694173336029,4.507981099521885e-09,0.3554706871509552,0.854763388633728,-0.0054278071038424,0.3879454731941223,0.8665690422058105,-0.0110176717862486,0.4096714854240417,0.892034649848938,-0.0147696267813444,0.4158725440502167,0.9163270592689514,-0.0182557366788387,0.3828569054603576,0.8686790466308594,-0.0240052919834852,0.4189237654209137,0.8858187198638916,-0.0340841561555862,0.4411610662937164,0.8956764936447144,-0.0390588045120239,0.458115667104721,0.905030071735382,-0.0423927940428257,0.371159017086029,0.8937734365463257,-0.0261796321719884,0.4062168300151825,0.9217068552970886,-0.039143182337284,0.3999582827091217,0.9096726775169371,-0.0377323068678379,0.3874539732933044,0.897251307964325,-0.0335207507014274,0.3590303957462311,0.9145532250404358,-0.027517907321453,0.3904348611831665,0.9352354407310486,-0.0353930257260799,0.3843435645103454,0.9230905175209044,-0.0266801137477159,0.3729675114154815,0.9143491983413696,-0.0184780322015285,0.3471913039684295,0.9303185343742372,-0.0294021200388669,0.3739828467369079,0.9460326433181764,-0.0320956632494926,0.3694223761558532,0.9358479976654052,-0.024282332509756,0.3586666882038116,0.9292756915092468,-0.0175816509872674
20,0.3244286179542541,0.8332396745681763,1.5073812420496324e-08,0.3506712019443512,0.8186965584754944,-0.0047065871767699,0.3838231265544891,0.8296076059341431,-0.0106083052232861,0.4066415727138519,0.8538551330566406,-0.0151237333193421,0.4164018630981445,0.8769710063934326,-0.0193894784897565,0.3821729719638824,0.8257845044136047,-0.0238434355705976,0.4172188639640808,0.8415001034736633,-0.035265065729618,0.4402421116828918,0.8517199754714966,-0.0414999239146709,0.4583216309547424,0.8608559370040894,-0.045676976442337,0.3712021112442016,0.8492741584777832,-0.027137441560626,0.4045771956443786,0.8805558681488037,-0.0417857803404331,0.3954127430915832,0.8713810443878174,-0.0410913936793804,0.3821780979633331,0.8582240343093872,-0.0372549258172512,0.3584271073341369,0.870814859867096,-0.0295831970870494,0.3883728981018066,0.8943723440170288,-0.0390488356351852,0.3795644640922546,0.8850008249282837,-0.0298836976289749,0.3678355813026428,0.8762370944023132,-0.0211565773934125,0.3455322682857513,0.8882851004600525,-0.0324946455657482,0.3719522953033447,0.9061647057533264,-0.0357861407101154,0.3650783896446228,0.8976430892944336,-0.0271886866539716,0.3538869321346283,0.8910098075866699,-0.019880998879671,0.6355539560317993,0.872864305973053,5.335603070477646e-09,0.613357424736023,0.8461802005767822,-0.0048771323636174,0.575629472732544,0.8477235436439514,-0.0095326351001858,0.5486432313919067,0.8662973642349243,-0.0123112276196479,0.5318999290466309,0.887348473072052,-0.0160245765000581,0.5782037377357483,0.842888593673706,-0.0223089940845966,0.5398974418640137,0.8591181039810181,-0.0300469044595956,0.5156859755516052,0.8688830137252808,-0.0333534218370914,0.496707558631897,0.8783789873123169,-0.0358592122793197,0.5842814445495605,0.8708363175392151,-0.023838747292757,0.5464839339256287,0.8876909017562866,-0.0331314839422702,0.5570008158683777,0.8807653784751892,-0.0326497443020343,0.5716415047645569,0.8746878504753113,-0.0312527231872081,0.5924126505851746,0.8960883021354675,-0.0240934640169143,0.5581636428833008,0.9108386039733888,-0.0309194456785917,0.5683240294456482,0.903060793876648,-0.0240108706057071,0.5811943411827087,0.8977836966514587,-0.018642671406269,0.6007137894630432,0.918165683746338,-0.0244025960564613,0.5719773769378662,0.9257524013519288,-0.029177751392126,0.5799856185913086,0.918837070465088,-0.0234761163592338,0.5913032293319702,0.9158878326416016,-0.0189041066914796
21,0.3131172657012939,0.7975885272026062,7.925020639731883e-08,0.3420413732528686,0.7823148965835571,-0.0016661998815834,0.3766238987445831,0.7964996099472046,-0.0075450111180543,0.4003400504589081,0.8187188506126404,-0.0131138153374195,0.4138977825641632,0.8391137719154358,-0.0184877980500459,0.3766498267650604,0.7835135459899902,-0.0200331732630729,0.4121359884738922,0.7968151569366455,-0.0321470089256763,0.4371805489063263,0.8072472214698792,-0.0391684956848621,0.4569606482982635,0.8164743185043335,-0.043507482856512,0.3681361973285675,0.806096076965332,-0.0253705270588397,0.4046623706817627,0.8420965075492859,-0.0397373363375663,0.3941681981086731,0.8376100063323975,-0.0392635874450206,0.3802895843982696,0.8256708979606628,-0.0356580279767513,0.3567310869693756,0.8290290832519531,-0.0297933220863342,0.3881029486656189,0.8582949042320251,-0.0379297062754631,0.3775816261768341,0.8508030772209167,-0.0278107337653636,0.3666710555553436,0.8419809341430664,-0.0186940766870975,0.3442107141017914,0.8481238484382629,-0.0346700623631477,0.3718501329421997,0.8704236149787903,-0.0349926203489303,0.3642195761203766,0.8628939390182495,-0.0245510432869195,0.354072630405426,0.8545472025871277,-0.016345964744687,0.6368201375007629,0.8416808247566223,7.244741695444645e-09,0.6153494119644165,0.8158554434776306,-0.0045806569978594,0.5782446265220642,0.8157384395599365,-0.0097732096910476,0.5504947900772095,0.8331729769706726,-0.0134199550375342,0.5327507853507996,0.8528120517730713,-0.0177929010242223,0.5804125070571899,0.8055886030197144,-0.0197689011693,0.5424671769142151,0.8189263343811035,-0.028746485710144,0.5176135301589966,0.8287619948387146,-0.0333875268697738,0.497455358505249,0.837817907333374,-0.0369820296764373,0.5851161479949951,0.8318032026290894,-0.0224795117974281,0.5459640026092529,0.8515017032623291,-0.0338771939277648,0.5573086142539978,0.8488404750823975,-0.0345836728811264,0.5714037418365479,0.8420471549034119,-0.0335421115159988,0.5925199389457703,0.8571856617927551,-0.0241854470223188,0.5575785636901855,0.8749523758888245,-0.0337732508778572,0.5682624578475952,0.8702958822250366,-0.0276095792651176,0.5808124542236328,0.8639782071113586,-0.0218819230794906,0.6004223227500916,0.8805505037307739,-0.0258655995130538,0.572624683380127,0.8898718953132629,-0.0326764956116676,0.5815379023551941,0.8853479623794556,-0.0273339040577411,0.5927332639694214,0.8812523484230042,-0.0223767627030611
22,0.6389288306236267,0.8167277574539185,1.8156475434238928e-08,0.6162875294685364,0.789260983467102,-0.0041825487278401,0.5788813829421997,0.7857087254524231,-0.0096350768581032,0.5502018928527832,0.8024717569351196,-0.0141981607303023,0.5318926572799683,0.823082685470581,-0.0195912942290306,0.5794156193733215,0.7747099995613098,-0.0158231072127819,0.5414420366287231,0.7864518165588379,-0.0249058902263641,0.5162239074707031,0.7941558361053467,-0.0303198564797639,0.4959889054298401,0.8013869524002075,-0.034443974494934,0.5829333662986755,0.8000367879867554,-0.0191791579127311,0.5441316962242126,0.8186579942703247,-0.0310724880546331,0.5553000569343567,0.8180897831916809,-0.0329995527863502,0.5697973370552063,0.8124662637710571,-0.0325863733887672,0.5896939635276794,0.8258582353591919,-0.0217569470405578,0.5549211502075195,0.8425053954124451,-0.0317886546254158,0.5653709173202515,0.8399513363838196,-0.0263792183250188,0.5786707401275635,0.8343939781188965,-0.0208664890378713,0.5973442792892456,0.8507739901542664,-0.0243655890226364,0.5695167183876038,0.8593626618385315,-0.0311328470706939,0.5778670310974121,0.8564544916152954,-0.0259943902492523,0.5896905660629272,0.8527959585189819,-0.0210088714957237,0.3117047846317291,0.7690955400466919,8.224061076589352e-08,0.3413492143154144,0.7533426284790039,-0.0012304276460781,0.3759670257568359,0.7651710510253906,-0.0073987478390336,0.3989078402519226,0.7868356108665466,-0.0137283084914088,0.4123941659927368,0.8060667514801025,-0.0198331773281097,0.3773958683013916,0.7469520568847656,-0.0177932418882846,0.4124906063079834,0.7605828642845154,-0.0296932775527238,0.4381362497806549,0.7697134613990784,-0.0374775826930999,0.458640456199646,0.7768245339393616,-0.0426920652389526,0.3688659369945526,0.7686229348182678,-0.0240668449550867,0.40435391664505,0.8056108355522156,-0.038395769894123,0.3931156396865845,0.8037133812904358,-0.0390490144491195,0.3789335489273071,0.7918559312820435,-0.0367460809648036,0.3578754663467407,0.7921572923660278,-0.0295781046152114,0.3903008103370666,0.8235471844673157,-0.037248108536005,0.3800684511661529,0.81856769323349,-0.0275328978896141,0.3689171373844147,0.8089874386787415,-0.0192919224500656,0.3457694053649902,0.8124386668205261,-0.0357159413397312,0.3741905689239502,0.8355748653411865,-0.0358146391808986,0.366586297750473,0.8307839632034302,-0.0256496574729681,0.3563069403171539,0.8228615522384644,-0.0179901681840419
23,0.3101080954074859,0.7458126544952393,8.590917133233233e-08,0.3413605690002441,0.7272449731826782,-0.0006515642744489,0.3765269517898559,0.7353943586349487,-0.0068991859443485,0.4000271558761596,0.755231499671936,-0.0136128179728984,0.4132786989212036,0.7756029367446899,-0.0201775133609771,0.3799677193164825,0.7169689536094666,-0.0168759133666753,0.4152447283267975,0.728293776512146,-0.0279651395976543,0.4401848614215851,0.7351797819137573,-0.0354663357138633,0.4604015052318573,0.7401883006095886,-0.0406874753534793,0.3715653717517853,0.7382223606109619,-0.0232486855238676,0.4069333970546722,0.7734162211418152,-0.0363798812031745,0.3978946506977081,0.7731861472129822,-0.0372597314417362,0.3857504725456238,0.7641310095787048,-0.0356934666633605,0.3606178164482116,0.7621451616287231,-0.0287729762494564,0.3924469947814941,0.7943076491355896,-0.0357425212860107,0.382800281047821,0.7893352508544922,-0.0269738491624593,0.3715347647666931,0.7796595692634583,-0.0196996238082647,0.3480735719203949,0.7834453582763672,-0.034874603152275,0.3759334087371826,0.8066406846046448,-0.0346113145351409,0.3689463138580322,0.8016853928565979,-0.0251137986779212,0.3588113486766815,0.7932484745979309,-0.0180693604052066,0.6391942501068115,0.7938883900642395,4.8627977200510494e-09,0.6162886023521423,0.7647005915641785,-0.003241506870836,0.579239010810852,0.7600881457328796,-0.0086306110024452,0.5508584976196289,0.776271641254425,-0.0134287029504776,0.5326061248779297,0.7949808835983276,-0.0191058237105608,0.5789090394973755,0.7471455931663513,-0.0144638391211628,0.541066586971283,0.7572802305221558,-0.0235375668853521,0.5156485438346863,0.7636938095092773,-0.0291752163320779,0.4954424798488617,0.7696728706359863,-0.0334563255310058,0.5818672776222229,0.7722440958023071,-0.0182479918003082,0.5434147715568542,0.7912981510162354,-0.0297562405467033,0.5541133284568787,0.7922746539115906,-0.0313792377710342,0.5681871175765991,0.78706294298172,-0.0309540331363677,0.5882890820503235,0.7985856533050537,-0.0213270690292119,0.5534519553184509,0.8150473833084106,-0.0314369723200798,0.5636847615242004,0.8136721253395081,-0.0261114407330751,0.5766994953155518,0.8088279366493225,-0.0206577088683843,0.5959951877593994,0.8240339159965515,-0.024353003129363,0.5683901906013489,0.8320749402046204,-0.0309331137686967,0.5765597820281982,0.8299369812011719,-0.0257464554160833,0.5881117582321167,0.8267664313316345,-0.0207608770579099
24,0.6376897692680359,0.7735652923583984,-1.680478756149739e-09,0.6163386702537537,0.7449004054069519,-0.0035954355262219,0.5801636576652527,0.7389881610870361,-0.0092837661504745,0.5514326095581055,0.75370854139328,-0.0143199451267719,0.5321138501167297,0.7717577219009399,-0.0201397892087698,0.5778961777687073,0.723177433013916,-0.0149829089641571,0.5393701195716858,0.7332772016525269,-0.0241166874766349,0.513871967792511,0.7395613789558411,-0.0295058414340019,0.4936960339546203,0.7454274892807007,-0.033552411943674,0.5801466703414917,0.7473840713500977,-0.018531396985054,0.5430821180343628,0.7681398987770081,-0.0299147963523864,0.5530775785446167,0.7703360319137573,-0.031313344836235,0.5662102103233337,0.7657797932624817,-0.0309125799685716,0.5857775211334229,0.7737120985984802,-0.0214606616646051,0.5524998307228088,0.7918493747711182,-0.031484454870224,0.5626473426818848,0.7915840148925781,-0.0261720269918441,0.5749951601028442,0.7867323160171509,-0.0208989214152097,0.5927830934524536,0.7993326783180237,-0.0243857856839895,0.5664206743240356,0.8092141151428223,-0.031059006229043,0.5747516751289368,0.8078354597091675,-0.0261661875993013,0.5856491923332214,0.8042197823524475,-0.0213823579251766,0.3128409087657928,0.7241664528846741,8.70062564217733e-08,0.341743528842926,0.7063148617744446,0.0003491065872367,0.3754844069480896,0.713091254234314,-0.0058479579165577,0.3986395001411438,0.7323062419891357,-0.012682138942182,0.4140416383743286,0.7518719434738159,-0.0194874629378318,0.3815105259418487,0.6915950179100037,-0.0173073094338178,0.4173609912395477,0.701721727848053,-0.0285899918526411,0.4424539804458618,0.7069804668426514,-0.0358252376317977,0.4627305567264557,0.7105591297149658,-0.0407771579921245,0.3739767670631408,0.7112056016921997,-0.0240895040333271,0.4086911678314209,0.7450318336486816,-0.0360417179763317,0.3996007144451141,0.7497812509536743,-0.0360045917332172,0.3885624706745147,0.7445024847984314,-0.0343889854848384,0.3635743260383606,0.7350839376449585,-0.0299639403820037,0.3947889506816864,0.7672538757324219,-0.0364307761192321,0.3844738602638244,0.7646266222000122,-0.027011027559638,0.3734818398952484,0.7552720308303833,-0.0197900086641311,0.3516446053981781,0.7576344013214111,-0.0362661741673946,0.3784292638301849,0.7798639535903931,-0.0359607450664043,0.3702223300933838,0.7764153480529785,-0.0259820166975259,0.3600303828716278,0.7680113315582275,-0.0188052169978618
25,0.6373767852783203,0.7558828592300415,-1.1518987541592196e-08,0.6161482930183411,0.7269652485847473,-0.0024524820037186,0.5798854827880859,0.7195936441421509,-0.0080677345395088,0.5512945652008057,0.7346128821372986,-0.0133074317127466,0.5319188237190247,0.7519273161888123,-0.0193550270050764,0.5784751772880554,0.701715350151062,-0.0140219880267977,0.5392665863037109,0.7121970653533936,-0.0229755118489265,0.5134794116020203,0.7193301916122437,-0.0283753462135791,0.4932672679424286,0.7255948781967163,-0.0325449369847774,0.5804247260093689,0.7262603044509888,-0.0184628553688526,0.5413941144943237,0.7475886344909668,-0.0295435339212417,0.5521174073219299,0.7517027854919434,-0.0310153663158416,0.5661806464195251,0.7469704151153564,-0.0308060124516487,0.5852633714675903,0.7535348534584045,-0.0222108922898769,0.5513182282447815,0.7728238701820374,-0.0313408076763153,0.5619989037513733,0.7732163667678833,-0.026043003425002,0.5743982791900635,0.7676178216934204,-0.0211710073053836,0.5914552807807922,0.7802687287330627,-0.0259382538497447,0.5648528933525085,0.7905012369155884,-0.0318144708871841,0.5734795331954956,0.789804995059967,-0.0265714861452579,0.5842983722686768,0.7859814167022705,-0.0217524357140064,0.3138867020606994,0.7053053975105286,9.974207415552885e-08,0.342769056558609,0.6881650686264038,0.001092193997465,0.3771165013313293,0.6960752010345459,-0.0050432933494448,0.4005871415138244,0.7166022062301636,-0.0120237888768315,0.4157930016517639,0.7358421683311462,-0.019053092226386,0.3844274878501892,0.6718258261680603,-0.0166392251849174,0.4203656315803528,0.6801549792289734,-0.0278413482010364,0.4453155100345611,0.6844550967216492,-0.0348689630627632,0.4653662443161011,0.6873869299888611,-0.0397006049752235,0.3778042495250702,0.6907721757888794,-0.0240359436720609,0.4130304455757141,0.7227051258087158,-0.0358206927776336,0.4049212634563446,0.7310773134231567,-0.0361699424684047,0.3947581648826599,0.7284720540046692,-0.0349072366952896,0.368017166852951,0.7144878506660461,-0.0304489973932504,0.3981697857379913,0.7458813786506653,-0.0368919484317302,0.387857586145401,0.7457002997398376,-0.0279825497418642,0.3774160742759704,0.7373271584510803,-0.0211605913937091,0.3561584651470184,0.7375299334526062,-0.0372216179966926,0.3813220262527466,0.7584580779075623,-0.0368907861411571,0.3732155263423919,0.75691157579422,-0.027148162946105,0.3636847734451294,0.7495858073234558,-0.0201528966426849
26,0.3144436478614807,0.6926956176757812,5.8424674875823264e-08,0.3444096744060516,0.6740292906761169,0.0013401295291259,0.3793180584907532,0.6802269220352173,-0.0051035382784903,0.4032934308052063,0.7006669044494629,-0.0124173099175095,0.4188200235366821,0.7212199568748474,-0.0195735432207584,0.3874992728233337,0.6545021533966064,-0.0175061225891113,0.4242777228355407,0.6638417840003967,-0.0280869826674461,0.4481871128082275,0.6681429147720337,-0.0342255271971225,0.4676358103752136,0.6705446243286133,-0.0386238656938076,0.3806657493114471,0.6723291873931885,-0.0251541379839181,0.4152335226535797,0.71055668592453,-0.036145444959402,0.4047195315361023,0.7169187664985657,-0.0352579057216644,0.3932726681232452,0.7111133933067322,-0.0335958413779735,0.3707616627216339,0.6955735087394714,-0.0318222269415855,0.4002642035484314,0.731192409992218,-0.0369268208742141,0.3887481093406677,0.7299618124961853,-0.0269417129456996,0.3782215416431427,0.7205807566642761,-0.0202689319849014,0.359140932559967,0.7188186049461365,-0.0389963872730731,0.3831607401371002,0.7432381510734558,-0.0376193933188915,0.3737490773200989,0.7406875491142273,-0.0277106929570436,0.3644632995128631,0.7320114970207214,-0.0212397146970033,0.6339027881622314,0.7418816089630127,-8.861681166649761e-09,0.6139284372329712,0.7148858308792114,-0.0025073366705328,0.5778369903564453,0.7059692144393921,-0.0077946260571479,0.5501770973205566,0.7194137573242188,-0.0125959850847721,0.5316051840782166,0.7371030449867249,-0.0182387456297874,0.5763735771179199,0.6885186433792114,-0.014583964832127,0.5381381511688232,0.6979488134384155,-0.023633474484086,0.5126190781593323,0.7039498686790466,-0.0288898441940546,0.4923658072948456,0.7096186876296997,-0.0329841785132885,0.5786260962486267,0.7115633487701416,-0.01906812004745,0.5409560203552246,0.734076201915741,-0.0307331960648298,0.55208420753479,0.7373796701431274,-0.0321687385439872,0.5656216144561768,0.7319808602333069,-0.0317143648862838,0.5838966369628906,0.7377963066101074,-0.0228133033961057,0.5507299900054932,0.7582804560661316,-0.0330961123108863,0.5619134902954102,0.7584990859031677,-0.0277604684233665,0.5739656686782837,0.7519723176956177,-0.0224702823907136,0.5905633568763733,0.7635546922683716,-0.0264537576586008,0.5653572678565979,0.7757096886634827,-0.0333938784897327,0.5745141506195068,0.7745940089225769,-0.0283894427120685,0.5850650072097778,0.7698448896408081,-0.0234963800758123
